Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Equip,Charge Time,Draw Time,Accuracy,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15
Honor's Edge,2857348871,"""6917529584411072364""",,Legendary,Sword,legendaryengram,Power,Arc,1350,,Impact,2,Vault,false,false,3,10,,0,0,61,0,0,0,0,0,0,0,66,0,0,0,0,,Adaptive Frame*,Hungry Edge*,Honed Edge,Balanced Guard*,Swordmaster's Guard,Tireless Blade*,Shattering Blade*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Found Verdict,3197270240,"""6917529679901580026""",,Legendary,Shotgun,vog,Energy,Arc,1513,,Reload Speed,2,Vault,false,false,4,14,,75,37,80,31,12,0,0,37,55,48,5,49,0,0,0,,Aggressive Frame*,Barrel Shroud*,Corkscrew Rifling,Tactical Mag*,Steady Rounds,Slideshot*,Vorpal Weapon*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Sojourner's Tale,599895591,"""6917529564286783526""",,Legendary,Shotgun,seasonpass,Energy,Solar,1350,,Range,5,Vault,false,false,4,14,,56,35,70,66,12,0,0,65,70,44,6,63,0,0,0,,Pinpoint Slug Frame*,Polygonal Rifling*,Smallbore,Assault Mag*,Extended Mag,Quickdraw*,Surrounded*,Minor Spec*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Izanagi's Burden,3211806999,"""6917529607020549271""",,Exotic,Sniper Rifle,ada,KineticSlot,Kinetic,1350,,,,Vault,false,false,2,5,,83,62,70,58,45,0,0,56,90,40,4,47,0,0,0,,Honed Edge*,Chambered Compensator*,Accurized Rounds*,No Distractions*,Composite Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,
Redback-5si,1687353095,"""6917529756899135778""",,Legendary,Sidearm,legendaryengram,Energy,Solar,1541,,Reload Speed,1,Vault,false,false,5,16,,89,69,43,35,12,0,0,48,360,54,15,72,0,0,0,,Lightweight Frame*,Corkscrew Rifling*,Full Bore,Appended Mag*,Extended Mag,Subsistence*,Rampage*,Tier 1 Weapon*,Veist Stinger*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Frozen Orbit,3473290087,"""6917529758359756618""",,Legendary,Sniper Rifle,crucible,Energy,Void,1535,,Reload Speed,1,Vault,false,false,4,13,,100,48,90,72,50,0,0,27,72,31,4,30,0,0,0,,Aggressive Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Appended Mag*,Flared Magwell,Outlaw*,Opening Shot*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
D.A.R.C.I.,3141979346,"""6917529517866935160""",,Exotic,Sniper Rifle,,Power,Arc,1350,,Stability,10,Vault,false,false,1,1,,100,60,55,40,40,0,0,95,140,40,7,80,0,0,0,,Personal Assistant*,Extended Barrel*,Extended Mag*,Target Acquired*,Short-Action Stock*,D.A.R.C.I. Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Plemusa-B,3493948735,"""6917529748396466939""",infuse,Rare,Grenade Launcher,campaign,Power,Solar,1528,,,,Vault,false,false,2,4,,53,55,0,0,13,45,22,36,120,37,5,31,0,0,0,,Adaptive Frame*,Volatile Launch*,Smart Drift Control,Proximity Grenades*,Auto-Loading Holster*,,,,,,,,,,,
IKELOS_SMG_v1.0.2,2222560548,"""6917529480826280354""",,Legendary,Submachine Gun,contact,Energy,Arc,1350,,Handling,2,Vault,false,false,3,11,,90,37,22,54,14,0,0,25,750,24,32,64,0,0,0,,Aggressive Frame*,Full Bore,Hammer-Forged Rifling*,Appended Mag*,Alloy Magazine,Threat Detector*,Demolitionist*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
The Time-Worn Spire,3593598010,"""6917529433113864981""",,Legendary,Pulse Rifle,ironbanner,KineticSlot,Kinetic,1350,,Stability,3,Vault,false,false,4,13,,60,79,23,60,19,0,0,22,540,40,37,33,0,0,0,,Rapid-Fire Frame*,Hitmark IS,Red Dot Micro*,Ricochet Rounds,Light Mag*,Quickdraw*,Iron Reach*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Typhon GL5,3568377122,"""6917529748468484158""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1532,,Handling,5,Vault,false,false,5,16,,50,60,0,0,13,45,50,32,120,25,7,47,0,0,0,,Adaptive Frame*,Hard Launch*,Smart Drift Control,Augmented Drum*,High-Velocity Rounds,Demolitionist*,Wellspring*,Tier 5 Weapon*,Omolon Fluid Dynamics*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Palmyra-B,3489657138,"""6917529759740339133""",,Legendary,Rocket Launcher,legendaryengram,Power,Stasis,1539,,Blast Radius,3,Vault,true,false,5,16,,65,62,0,0,20,43,54,40,15,22,1,43,0,0,0,,Häkke Precision Frame*,Linear Compensator*,Quick Launch,Black Powder*,Implosion Rounds,Auto-Loading Holster*,Chain Reaction*,Tier 3 Weapon*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,*,,,
Sorrow's Verse,2496875173,"""6917529748474233772""",,Legendary,Auto Rifle,crucible,Energy,Arc,1527,,Stability,5,Vault,false,false,4,15,,63,68,21,44,16,0,0,54,600,68,43,59,0,0,0,,Adaptive Frame*,Chambered Compensator*,Full Bore,Tactical Mag*,Extended Mag,Zen Moment*,Rampage*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Future Imperfect,2891976012,"""6917529749825859664""",infuse,Rare,Sword,campaign,Power,Solar,1529,,,,Vault,false,false,2,4,,0,0,61,0,0,0,0,0,0,0,61,0,0,0,0,,Adaptive Frame*,Tempered Edge*,Hungry Edge,Enduring Guard*,En Garde*,,,,,,,,,,,
Fugue-55,2233545123,"""6917529748727944349""",,Legendary,Sniper Rifle,legendaryengram,Energy,Void,1530,,Stability,1,Vault,false,false,5,16,,74,66,70,64,50,0,0,55,90,45,4,62,0,0,0,,Adaptive Frame*,Fluted Barrel*,Full Bore,Accurized Rounds*,Extended Mag,Steady Hands*,Snapshot Sights*,Tier 1 Weapon*,Suros Synergy*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Ogma PR6,2342054803,"""6917529748474237862""",,Legendary,Pulse Rifle,legendaryengram,Energy,Solar,1528,,Reload Speed,2,Vault,false,false,5,16,,65,73,27,58,19,0,0,52,450,57,32,60,0,0,0,,Lightweight Frame*,Extended Barrel*,Polygonal Rifling,Accurized Rounds*,Steady Rounds,Stats for All*,One for All*,Tier 2 Weapon*,Omolon Fluid Dynamics*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Retraced Path,548958835,"""6917529749832652305""",junk,Legendary,Trace Rifle,30th,Energy,Solar,1529,,Reload Speed,3,Vault,false,false,4,15,,94,100,6,69,16,0,0,80,1000,48,100,51,0,0,0,,Adaptive Frame*,Corkscrew Rifling*,Polygonal Rifling,Enhanced Battery*,Tactical Battery,Feeding Frenzy*,One for All*,Tier 3 Weapon*,Tracker Disabled*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Empty Memento Socket*,*,,
Retraced Path,548958835,"""6917529749825853796""",infuse,Legendary,Trace Rifle,30th,Energy,Solar,1537,,Reload Speed,2,Vault,false,false,4,15,,100,100,6,74,16,0,0,75,1000,47,94,56,0,0,0,,Adaptive Frame*,Arrowhead Brake*,Smallbore,Projection Fuse*,Light Battery,Subsistence*,Disruption Break*,Tier 2 Weapon*,Tracker Disabled*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Empty Memento Socket*,*,,
Half-Truths,3257091166,"""6917529749832655274""",,Legendary,Sword,30th,Power,Arc,1529,,Impact,1,Vault,false,false,4,15,,0,0,60,0,0,0,0,0,0,0,65,0,0,0,0,,Adaptive Frame*,Hungry Edge*,Enduring Blade,Honed Edge,Balanced Guard*,Enduring Guard,Thresh*,Assassin's Blade*,Tier 1 Weapon*,Tracker Disabled*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Empty Memento Socket*,*,
The Keening,409551876,"""6917529767111929845""",,Legendary,Sidearm,crucible,Energy,Arc,1538,,Range,5,Vault,false,false,4,13,,100,83,49,48,12,0,0,61,300,25,15,60,0,0,0,,Adaptive Frame*,Arrowhead Brake*,Chambered Compensator,Armor-Piercing Rounds*,Flared Magwell,Rapid Hit*,Snapshot Sights*,Tier 5 Weapon*,One Quiet Moment*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Deepsight Resonance*,,,
Salvation's Grip,370712896,"""6917529656698226072""",,Exotic,Grenade Launcher,europa,Power,Stasis,1501,,,,Vault,false,false,4,12,,63,68,0,0,13,55,37,36,120,55,8,57,0,0,0,,Cryocannon*,Linear Compensator*,Alloy Casing*,Flash Freeze*,Polymer Grip*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,
Razor's Edge,1796949035,"""6917529745656012660""",,Legendary,Sword,ironbanner,Power,Void,1518,,Impact,1,Vault,false,false,5,16,,0,0,60,0,0,0,0,0,0,0,63,0,0,0,0,,Vortex Frame*,Hungry Edge*,Jagged Edge,Tempered Edge,Burst Guard*,Heavy Guard,Unrelenting*,Assassin's Blade*,Tier 1 Weapon*,Skulking Wolf*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,
Lunulata-4b,2513965917,"""6917529759740335874""",,Legendary,Combat Bow,legendaryengram,KineticSlot,Stasis,1539,,Reload Speed,1,Vault,false,false,5,17,,49,82,68,0,18,0,0,54,0,61,0,77,0,576,35,,Lightweight Frame*,Flexible String*,Polymer String,Fiberglass Arrow Shaft*,Natural Fletching,Well-Rounded*,Golden Tricorn*,Tier 1 Weapon*,Veist Stinger*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Wastelander M5,1679868061,"""6917529558161749527""",,Legendary,Shotgun,30th,KineticSlot,Kinetic,1512,,Range,5,Vault,false,false,4,15,,51,49,65,54,12,0,0,45,80,59,7,71,0,0,0,,Lightweight Frame*,Corkscrew Rifling*,Full Choke,Appended Mag*,Tactical Mag,Subsistence*,Harmony*,Tier 5 Weapon*,Tracker Disabled*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Empty Memento Socket*,*,,
Riptide,2715240478,"""6917529760466866151""",,Legendary,Fusion Rifle,crucible,KineticSlot,Stasis,1542,,Range,3,Vault,false,false,5,17,,63,31,55,34,15,0,0,31,0,45,8,40,500,0,0,,Rapid-Fire Frame*,Extended Barrel*,Full Bore,Enhanced Battery*,Particle Repeater,Steady Hands*,Frenzy*,Tier 3 Weapon*,One Quiet Moment*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Fortissimo-11,2821430069,"""6917529748439235200""",,Legendary,Shotgun,strikes,KineticSlot,Kinetic,1529,,Handling,4,Vault,false,false,5,16,,65,57,70,61,12,0,0,56,65,30,6,55,0,0,0,,Pinpoint Slug Frame*,Chambered Compensator*,Polygonal Rifling,Extended Mag*,Accurized Rounds,Demolitionist*,Wellspring*,Tier 4 Weapon*,Vanguard's Vindication*,Suros Synergy,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,
Heritage,4248569242,"""6917529612619984655""",,Legendary,Shotgun,deepstonecrypt,KineticSlot,Kinetic,1350,,Range,2,Vault,false,false,4,12,,60,68,70,75,12,0,0,48,65,25,7,75,0,0,0,,Pinpoint Slug Frame*,Corkscrew Rifling*,Extended Barrel,Extended Mag*,Steady Rounds,Slideshot*,Killing Wind*,Boss Spec*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Thoughtless,4067556514,"""6917529738753647340""",,Legendary,Sniper Rifle,seasonpass,KineticSlot,Stasis,1518,,Handling,1,Vault,false,false,5,16,,79,67,70,51,46,0,0,54,90,24,5,61,0,0,0,,Adaptive Frame*,Fluted Barrel*,Extended Mag*,Steady Hands*,Headstone*,Tier 1 Weapon*,Land Tank*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,*,,,,,
